Translator,PoemID,opN,ctN,TotalMatch,Unmatch,ExactMatch,FieldMatch,GroupMatch,AdditionRate,UnmatchRate,TotalMatch_a,Unmatch_a,ExactMatch_a,FieldMatch_a,GroupMatch_a,AdditionRate_a,UnmatchRate_a
katagiri,0940,15,32,15,0,11,3,1,0.53125,0.0,14,1,11,2,1,0.5625,0.06666666666666667
kojimaarai,0940,15,28,14,1,12,1,1,0.5,0.06666666666666667,13,2,11,1,1,0.5357142857142857,0.13333333333333333
komachiya,0940,15,17,13,2,10,2,1,0.23529411764705888,0.13333333333333333,12,3,10,1,1,0.2941176470588235,0.2
kubota,0940,15,26,10,5,8,1,1,0.6153846153846154,0.3333333333333333,9,6,8,1,0,0.6538461538461539,0.4
kyusojin,0940,15,19,12,3,10,1,1,0.368421052631579,0.2,12,3,10,1,1,0.368421052631579,0.2
matsuda,0940,15,33,14,1,10,2,2,0.5757575757575757,0.06666666666666667,13,2,9,2,2,0.6060606060606061,0.13333333333333333
okumura,0940,15,20,12,3,10,1,1,0.4,0.2,10,5,9,1,0,0.5,0.3333333333333333
ozawa,0940,15,34,13,2,11,2,0,0.6176470588235294,0.13333333333333333,12,3,11,1,0,0.6470588235294117,0.2
takeoka,0940,15,25,14,1,8,3,3,0.43999999999999995,0.06666666666666667,12,3,8,2,2,0.52,0.2
kaneko,0941,19,34,17,2,12,3,2,0.5,0.10526315789473684,15,4,12,2,1,0.5588235294117647,0.21052631578947367
katagiri,0941,19,44,18,1,11,1,6,0.5909090909090908,0.05263157894736842,12,7,11,0,1,0.7272727272727273,0.3684210526315789
kojimaarai,0941,19,33,16,3,12,0,4,0.5151515151515151,0.15789473684210525,12,7,12,0,0,0.6363636363636364,0.3684210526315789
komachiya,0941,19,28,18,1,12,3,3,0.3571428571428571,0.05263157894736842,15,4,11,2,2,0.4642857142857143,0.21052631578947367
kubota,0941,19,25,17,2,13,1,3,0.31999999999999995,0.10526315789473684,14,5,13,1,0,0.43999999999999995,0.2631578947368421
kyusojin,0941,19,29,13,6,10,1,2,0.5517241379310345,0.3157894736842105,11,8,10,1,0,0.6206896551724138,0.42105263157894735
matsuda,0941,19,23,16,3,12,2,2,0.30434782608695654,0.15789473684210525,14,5,12,1,1,0.3913043478260869,0.2631578947368421
okumura,0941,19,36,14,5,10,3,1,0.6111111111111112,0.2631578947368421,12,7,9,3,0,0.6666666666666667,0.3684210526315789
ozawa,0941,19,45,16,3,11,2,3,0.6444444444444444,0.15789473684210525,10,9,8,1,1,0.7777777777777778,0.47368421052631576
takeoka,0941,19,33,17,2,10,2,5,0.48484848484848486,0.10526315789473684,12,7,10,1,1,0.6363636363636364,0.3684210526315789
kaneko,0942,20,37,18,2,13,2,3,0.5135135135135135,0.1,14,6,12,2,0,0.6216216216216216,0.3
katagiri,0942,20,35,15,5,9,3,3,0.5714285714285714,0.25,12,8,9,2,1,0.6571428571428571,0.4
kojimaarai,0942,20,34,20,0,14,3,3,0.4117647058823529,0.0,15,5,11,2,2,0.5588235294117647,0.25
komachiya,0942,20,34,18,2,12,3,3,0.47058823529411764,0.1,15,5,12,2,1,0.5588235294117647,0.25
kubota,0942,20,50,17,3,8,4,5,0.6599999999999999,0.15,11,9,7,3,1,0.78,0.45
kyusojin,0942,20,46,18,2,9,1,8,0.6086956521739131,0.1,14,6,9,1,4,0.6956521739130435,0.3
matsuda,0942,20,29,16,4,11,1,4,0.4482758620689655,0.2,13,7,11,1,1,0.5517241379310345,0.35
okumura,0942,20,37,20,0,14,3,3,0.45945945945945943,0.0,15,5,11,2,2,0.5945945945945945,0.25
ozawa,0942,20,27,18,2,11,3,4,0.33333333333333337,0.1,10,10,7,2,1,0.6296296296296297,0.5
takeoka,0942,20,27,20,0,11,3,6,0.2592592592592593,0.0,13,7,9,2,2,0.5185185185185186,0.35
kaneko,0943,22,43,18,4,11,2,5,0.5813953488372092,0.18181818181818182,15,7,11,2,2,0.6511627906976745,0.3181818181818182
katagiri,0943,22,56,17,5,8,3,6,0.6964285714285714,0.22727272727272727,12,10,6,2,4,0.7857142857142857,0.45454545454545453
kojimaarai,0943,22,38,20,2,10,2,8,0.4736842105263158,0.09090909090909091,15,7,10,2,3,0.6052631578947368,0.3181818181818182
komachiya,0943,22,36,16,6,10,1,5,0.5555555555555556,0.2727272727272727,11,11,10,0,1,0.6944444444444444,0.5
kubota,0943,22,32,19,3,9,4,6,0.40625,0.13636363636363635,13,9,8,3,2,0.59375,0.4090909090909091
kyusojin,0943,22,42,18,4,11,1,6,0.5714285714285714,0.18181818181818182,13,9,11,1,1,0.6904761904761905,0.4090909090909091
matsuda,0943,22,38,16,6,11,1,4,0.5789473684210527,0.2727272727272727,12,10,10,1,1,0.6842105263157895,0.45454545454545453
okumura,0943,22,40,19,3,10,2,7,0.525,0.13636363636363635,11,11,9,1,1,0.725,0.5
ozawa,0943,22,33,17,5,11,1,5,0.48484848484848486,0.22727272727272727,8,14,3,1,4,0.7575757575757576,0.6363636363636364
takeoka,0943,22,34,15,7,9,2,4,0.5588235294117647,0.3181818181818182,13,9,8,2,3,0.6176470588235294,0.4090909090909091
kaneko,0944,17,27,13,4,12,1,0,0.5185185185185186,0.23529411764705882,11,6,10,1,0,0.5925925925925926,0.35294117647058826
katagiri,0944,17,27,14,3,8,1,5,0.4814814814814815,0.17647058823529413,12,5,8,1,3,0.5555555555555556,0.29411764705882354
kojimaarai,0944,17,33,14,3,7,4,3,0.5757575757575757,0.17647058823529413,12,5,7,2,3,0.6363636363636364,0.29411764705882354
komachiya,0944,17,26,15,2,7,2,6,0.42307692307692313,0.11764705882352941,11,6,6,2,3,0.5769230769230769,0.35294117647058826
kubota,0944,17,21,12,5,9,2,1,0.4285714285714286,0.29411764705882354,11,6,9,1,1,0.47619047619047616,0.35294117647058826
kyusojin,0944,17,30,13,4,11,1,1,0.5666666666666667,0.23529411764705882,11,6,9,1,1,0.6333333333333333,0.35294117647058826
matsuda,0944,17,23,15,2,8,3,4,0.34782608695652173,0.11764705882352941,13,4,8,2,3,0.4347826086956522,0.23529411764705882
okumura,0944,17,27,12,5,7,0,5,0.5555555555555556,0.29411764705882354,6,11,5,0,1,0.7777777777777778,0.6470588235294118
ozawa,0944,17,24,15,2,8,2,5,0.375,0.11764705882352941,11,6,7,2,2,0.5416666666666667,0.35294117647058826
takeoka,0944,17,23,14,3,8,4,2,0.3913043478260869,0.17647058823529413,13,4,8,3,2,0.4347826086956522,0.23529411764705882
kaneko,0945,18,29,14,4,7,2,5,0.5172413793103448,0.2222222222222222,12,6,7,2,3,0.5862068965517242,0.3333333333333333
katagiri,0945,18,29,15,3,9,1,5,0.48275862068965514,0.16666666666666666,13,5,8,1,4,0.5517241379310345,0.2777777777777778
kojimaarai,0945,18,36,14,4,7,2,5,0.6111111111111112,0.2222222222222222,11,7,6,2,3,0.6944444444444444,0.3888888888888889
komachiya,0945,18,28,16,2,5,3,8,0.4285714285714286,0.1111111111111111,11,7,5,3,3,0.6071428571428572,0.3888888888888889
kubota,0945,18,25,13,5,9,1,3,0.48,0.2777777777777778,9,9,7,1,1,0.64,0.5
kyusojin,0945,18,29,13,5,9,1,3,0.5517241379310345,0.2777777777777778,11,7,8,1,2,0.6206896551724138,0.3888888888888889
matsuda,0945,18,26,14,4,10,3,1,0.46153846153846156,0.2222222222222222,12,6,7,4,1,0.5384615384615384,0.3333333333333333
okumura,0945,18,27,14,4,8,1,5,0.4814814814814815,0.2222222222222222,10,8,7,1,2,0.6296296296296297,0.4444444444444444
ozawa,0945,18,37,14,4,8,2,4,0.6216216216216216,0.2222222222222222,10,8,6,2,2,0.7297297297297297,0.4444444444444444
takeoka,0945,18,32,12,6,9,1,2,0.625,0.3333333333333333,11,7,9,1,1,0.65625,0.3888888888888889
kaneko,0946,19,65,15,4,11,1,3,0.7692307692307692,0.21052631578947367,11,8,9,1,1,0.8307692307692307,0.42105263157894735
katagiri,0946,19,74,15,4,12,1,2,0.7972972972972973,0.21052631578947367,14,5,12,0,2,0.8108108108108107,0.2631578947368421
kojimaarai,0946,19,42,13,6,9,1,3,0.6904761904761905,0.3157894736842105,10,9,9,1,0,0.7619047619047619,0.47368421052631576
komachiya,0946,19,42,14,5,8,2,4,0.6666666666666667,0.2631578947368421,12,7,8,2,2,0.7142857142857143,0.3684210526315789
kubota,0946,19,45,15,4,11,1,3,0.6666666666666667,0.21052631578947367,13,6,9,0,4,0.7111111111111111,0.3157894736842105
kyusojin,0946,19,57,15,4,9,2,4,0.736842105263158,0.21052631578947367,12,7,9,1,2,0.7894736842105263,0.3684210526315789
matsuda,0946,19,43,14,5,10,2,2,0.6744186046511628,0.2631578947368421,11,8,8,1,2,0.7441860465116279,0.42105263157894735
okumura,0946,19,52,13,6,9,1,3,0.75,0.3157894736842105,11,8,8,0,3,0.7884615384615384,0.42105263157894735
ozawa,0946,19,55,15,4,9,2,4,0.7272727272727273,0.21052631578947367,12,7,8,2,2,0.7818181818181819,0.3684210526315789
takeoka,0946,19,39,15,4,9,1,5,0.6153846153846154,0.21052631578947367,12,7,9,0,3,0.6923076923076923,0.3684210526315789
kaneko,0947,19,37,15,4,10,2,3,0.5945945945945945,0.21052631578947367,9,10,9,0,0,0.7567567567567568,0.5263157894736842
katagiri,0947,19,43,15,4,10,2,3,0.6511627906976745,0.21052631578947367,12,7,8,0,4,0.7209302325581395,0.3684210526315789
kojimaarai,0947,19,46,16,3,12,2,2,0.6521739130434783,0.15789473684210525,13,6,10,1,2,0.7173913043478262,0.3157894736842105
komachiya,0947,19,29,14,5,12,0,2,0.5172413793103448,0.2631578947368421,12,7,11,0,1,0.5862068965517242,0.3684210526315789
kubota,0947,19,30,16,3,12,2,2,0.4666666666666667,0.15789473684210525,12,7,9,0,3,0.6,0.3684210526315789
kyusojin,0947,19,42,18,1,13,3,2,0.5714285714285714,0.05263157894736842,11,8,8,1,2,0.7380952380952381,0.42105263157894735
matsuda,0947,19,27,16,3,13,1,2,0.40740740740740744,0.15789473684210525,14,5,12,1,1,0.4814814814814815,0.2631578947368421
okumura,0947,19,34,14,5,10,0,4,0.5882352941176471,0.2631578947368421,10,9,8,0,2,0.7058823529411764,0.47368421052631576
ozawa,0947,19,52,17,2,13,2,2,0.6730769230769231,0.10526315789473684,10,9,8,2,0,0.8076923076923077,0.47368421052631576
takeoka,0947,19,29,15,4,10,3,2,0.48275862068965514,0.21052631578947367,11,8,10,0,1,0.6206896551724138,0.42105263157894735
kaneko,0948,19,44,17,2,11,2,4,0.6136363636363636,0.10526315789473684,13,6,9,2,2,0.7045454545454546,0.3157894736842105
katagiri,0948,19,42,16,3,11,1,4,0.6190476190476191,0.15789473684210525,13,6,11,0,2,0.6904761904761905,0.3157894736842105
kojimaarai,0948,19,38,16,3,10,1,5,0.5789473684210527,0.15789473684210525,13,6,9,1,3,0.6578947368421053,0.3157894736842105
komachiya,0948,19,35,17,2,9,2,6,0.5142857142857142,0.10526315789473684,13,6,9,1,3,0.6285714285714286,0.3157894736842105
kubota,0948,19,29,15,4,9,1,5,0.48275862068965514,0.21052631578947367,12,7,8,1,3,0.5862068965517242,0.3684210526315789
kyusojin,0948,19,36,16,3,9,2,5,0.5555555555555556,0.15789473684210525,13,6,8,2,3,0.6388888888888888,0.3157894736842105
matsuda,0948,19,33,15,4,8,2,5,0.5454545454545454,0.21052631578947367,12,7,7,2,3,0.6363636363636364,0.3684210526315789
okumura,0948,19,30,16,3,8,2,6,0.4666666666666667,0.15789473684210525,13,6,7,2,4,0.5666666666666667,0.3157894736842105
ozawa,0948,19,31,16,3,8,3,5,0.4838709677419355,0.15789473684210525,10,9,5,3,2,0.6774193548387097,0.47368421052631576
takeoka,0948,19,36,17,2,10,2,5,0.5277777777777778,0.10526315789473684,13,6,9,2,2,0.6388888888888888,0.3157894736842105
kaneko,0949,22,39,19,3,13,3,3,0.5128205128205128,0.13636363636363635,17,5,13,2,2,0.5641025641025641,0.22727272727272727
katagiri,0949,22,54,21,1,14,2,5,0.6111111111111112,0.045454545454545456,17,5,13,1,3,0.6851851851851851,0.22727272727272727
kojimaarai,0949,22,43,20,2,12,3,5,0.5348837209302326,0.09090909090909091,18,4,11,3,4,0.5813953488372092,0.18181818181818182
komachiya,0949,22,34,15,7,9,2,4,0.5588235294117647,0.3181818181818182,11,11,9,1,1,0.6764705882352942,0.5
kubota,0949,22,45,17,5,12,2,3,0.6222222222222222,0.22727272727272727,17,5,12,2,3,0.6222222222222222,0.22727272727272727
kyusojin,0949,22,39,17,5,10,2,5,0.5641025641025641,0.22727272727272727,13,9,9,1,3,0.6666666666666667,0.4090909090909091
matsuda,0949,22,43,19,3,12,2,5,0.5581395348837209,0.13636363636363635,16,6,11,2,3,0.627906976744186,0.2727272727272727
okumura,0949,22,34,17,5,10,0,7,0.5,0.22727272727272727,11,11,10,0,1,0.6764705882352942,0.5
ozawa,0949,22,33,16,6,12,0,4,0.5151515151515151,0.2727272727272727,12,10,6,0,6,0.6363636363636364,0.45454545454545453
takeoka,0949,22,37,18,4,15,1,2,0.5135135135135135,0.18181818181818182,16,6,12,1,3,0.5675675675675675,0.2727272727272727
kaneko,0950,18,42,16,2,12,3,1,0.6190476190476191,0.1111111111111111,11,7,9,1,1,0.7380952380952381,0.3888888888888889
katagiri,0950,18,30,13,5,6,2,5,0.5666666666666667,0.2777777777777778,9,9,6,1,2,0.7,0.5
kojimaarai,0950,18,24,16,2,8,2,6,0.33333333333333337,0.1111111111111111,12,6,8,1,3,0.5,0.3333333333333333
komachiya,0950,18,32,14,4,7,2,5,0.5625,0.2222222222222222,9,9,7,0,2,0.71875,0.5
kubota,0950,18,24,14,4,12,1,1,0.41666666666666663,0.2222222222222222,10,8,9,0,1,0.5833333333333333,0.4444444444444444
kyusojin,0950,18,36,13,5,6,2,5,0.6388888888888888,0.2777777777777778,11,7,6,2,3,0.6944444444444444,0.3888888888888889
matsuda,0950,18,32,15,3,7,2,6,0.53125,0.16666666666666666,10,8,6,1,3,0.6875,0.4444444444444444
okumura,0950,18,31,14,4,7,2,5,0.5483870967741935,0.2222222222222222,10,8,7,1,2,0.6774193548387097,0.4444444444444444
ozawa,0950,18,32,14,4,7,2,5,0.5625,0.2222222222222222,10,8,7,1,2,0.6875,0.4444444444444444
takeoka,0950,18,24,13,5,7,1,5,0.45833333333333337,0.2777777777777778,9,9,7,1,1,0.625,0.5
kaneko,0951,18,34,11,7,4,0,7,0.6764705882352942,0.3888888888888889,8,10,4,0,4,0.7647058823529411,0.5555555555555556
katagiri,0951,18,49,12,6,7,1,4,0.7551020408163265,0.3333333333333333,9,9,2,2,5,0.8163265306122449,0.5
kojimaarai,0951,18,28,11,7,3,2,6,0.6071428571428572,0.3888888888888889,9,9,3,2,4,0.6785714285714286,0.5
komachiya,0951,18,33,10,8,2,0,8,0.696969696969697,0.4444444444444444,8,10,2,0,6,0.7575757575757576,0.5555555555555556
kubota,0951,18,36,12,6,5,0,7,0.6666666666666667,0.3333333333333333,8,10,4,0,4,0.7777777777777778,0.5555555555555556
kyusojin,0951,18,37,11,7,4,0,7,0.7027027027027026,0.3888888888888889,10,8,4,0,6,0.7297297297297297,0.4444444444444444
matsuda,0951,18,32,11,7,3,0,8,0.65625,0.3888888888888889,8,10,2,0,6,0.75,0.5555555555555556
okumura,0951,18,39,10,8,2,0,8,0.7435897435897436,0.4444444444444444,8,10,2,0,6,0.7948717948717949,0.5555555555555556
ozawa,0951,18,43,13,5,3,2,8,0.6976744186046512,0.2777777777777778,9,9,2,1,6,0.7906976744186046,0.5
takeoka,0951,18,37,12,6,4,2,6,0.6756756756756757,0.3333333333333333,11,7,4,2,5,0.7027027027027026,0.3888888888888889
kaneko,0952,19,26,12,7,9,2,1,0.5384615384615384,0.3684210526315789,10,9,7,2,1,0.6153846153846154,0.47368421052631576
katagiri,0952,19,42,12,7,6,0,6,0.7142857142857143,0.3684210526315789,7,12,6,0,1,0.8333333333333334,0.631578947368421
kojimaarai,0952,19,31,10,9,8,0,2,0.6774193548387097,0.47368421052631576,9,10,6,0,3,0.7096774193548387,0.5263157894736842
komachiya,0952,19,24,11,8,5,2,4,0.5416666666666667,0.42105263157894735,8,11,5,2,1,0.6666666666666667,0.5789473684210527
kubota,0952,19,28,11,8,9,1,1,0.6071428571428572,0.42105263157894735,9,10,7,1,1,0.6785714285714286,0.5263157894736842
kyusojin,0952,19,30,12,7,9,2,1,0.6,0.3684210526315789,10,9,7,2,1,0.6666666666666667,0.47368421052631576
matsuda,0952,19,26,11,8,5,1,5,0.5769230769230769,0.42105263157894735,8,11,5,1,2,0.6923076923076923,0.5789473684210527
okumura,0952,19,31,10,9,4,1,5,0.6774193548387097,0.47368421052631576,6,13,4,1,1,0.8064516129032258,0.6842105263157895
ozawa,0952,19,25,12,7,6,2,4,0.52,0.3684210526315789,8,11,5,2,1,0.6799999999999999,0.5789473684210527
takeoka,0952,19,30,11,8,6,1,4,0.6333333333333333,0.42105263157894735,8,11,6,1,1,0.7333333333333334,0.5789473684210527
kaneko,0953,17,28,12,5,10,0,2,0.5714285714285714,0.29411764705882354,9,8,7,0,2,0.6785714285714286,0.47058823529411764
katagiri,0953,17,42,11,6,8,1,2,0.7380952380952381,0.35294117647058826,9,8,6,1,2,0.7857142857142857,0.47058823529411764
kojimaarai,0953,17,43,12,5,8,2,2,0.7209302325581395,0.29411764705882354,12,5,7,2,3,0.7209302325581395,0.29411764705882354
komachiya,0953,17,31,9,8,8,1,0,0.7096774193548387,0.47058823529411764,9,8,7,1,1,0.7096774193548387,0.47058823529411764
kubota,0953,17,24,12,5,9,1,2,0.5,0.29411764705882354,11,6,8,1,2,0.5416666666666667,0.35294117647058826
kyusojin,0953,17,40,12,5,11,1,0,0.7,0.29411764705882354,12,5,9,1,2,0.7,0.29411764705882354
matsuda,0953,17,29,12,5,7,0,5,0.5862068965517242,0.29411764705882354,11,6,6,0,5,0.6206896551724138,0.35294117647058826
okumura,0953,17,35,12,5,8,0,4,0.6571428571428571,0.29411764705882354,9,8,6,0,3,0.7428571428571429,0.47058823529411764
ozawa,0953,17,25,11,6,7,0,4,0.56,0.35294117647058826,5,12,4,0,1,0.8,0.7058823529411765
takeoka,0953,17,28,13,4,8,2,3,0.5357142857142857,0.23529411764705882,13,4,8,2,3,0.5357142857142857,0.23529411764705882
kaneko,0954,22,41,19,3,16,0,3,0.5365853658536586,0.13636363636363635,16,6,14,0,2,0.6097560975609756,0.2727272727272727
katagiri,0954,22,41,18,4,11,0,7,0.5609756097560976,0.18181818181818182,13,9,11,0,2,0.6829268292682926,0.4090909090909091
kojimaarai,0954,22,44,19,3,10,3,6,0.5681818181818181,0.13636363636363635,13,9,10,2,1,0.7045454545454546,0.4090909090909091
komachiya,0954,22,38,17,5,10,1,6,0.5526315789473684,0.22727272727272727,11,11,9,1,1,0.7105263157894737,0.5
kubota,0954,22,33,17,5,15,0,2,0.48484848484848486,0.22727272727272727,14,8,13,0,1,0.5757575757575757,0.36363636363636365
kyusojin,0954,22,48,19,3,14,0,5,0.6041666666666667,0.13636363636363635,12,10,11,0,1,0.75,0.45454545454545453
matsuda,0954,22,46,18,4,12,0,6,0.6086956521739131,0.18181818181818182,12,10,10,0,2,0.7391304347826086,0.45454545454545453
okumura,0954,22,39,18,4,10,2,6,0.5384615384615384,0.18181818181818182,13,9,9,2,2,0.6666666666666667,0.4090909090909091
ozawa,0954,22,41,16,6,12,1,3,0.6097560975609756,0.2727272727272727,10,12,8,1,1,0.7560975609756098,0.5454545454545454
takeoka,0954,22,47,20,2,11,1,8,0.574468085106383,0.09090909090909091,13,9,11,1,1,0.7234042553191489,0.4090909090909091
kaneko,0955,19,39,14,5,8,3,3,0.641025641025641,0.2631578947368421,12,7,8,1,3,0.6923076923076923,0.3684210526315789
katagiri,0955,19,41,12,7,4,4,4,0.7073170731707317,0.3684210526315789,8,11,4,3,1,0.8048780487804879,0.5789473684210527
kojimaarai,0955,19,28,13,6,6,4,3,0.5357142857142857,0.3157894736842105,10,9,5,3,2,0.6428571428571428,0.47368421052631576
komachiya,0955,19,26,14,5,7,4,3,0.46153846153846156,0.2631578947368421,12,7,7,2,3,0.5384615384615384,0.3684210526315789
kubota,0955,19,29,14,5,10,2,2,0.5172413793103448,0.2631578947368421,10,9,9,1,0,0.6551724137931034,0.47368421052631576
kyusojin,0955,19,28,12,7,7,3,2,0.5714285714285714,0.3684210526315789,8,11,6,2,0,0.7142857142857143,0.5789473684210527
matsuda,0955,19,38,14,5,8,3,3,0.631578947368421,0.2631578947368421,11,8,8,1,2,0.7105263157894737,0.42105263157894735
okumura,0955,19,25,12,7,7,1,4,0.52,0.3684210526315789,9,10,7,1,1,0.64,0.5263157894736842
ozawa,0955,19,38,13,6,5,2,6,0.6578947368421053,0.3157894736842105,7,12,4,1,2,0.8157894736842105,0.631578947368421
takeoka,0955,19,33,13,6,8,4,1,0.6060606060606061,0.3157894736842105,10,9,7,2,1,0.696969696969697,0.47368421052631576
kaneko,0956,19,28,14,5,13,0,1,0.5,0.2631578947368421,13,6,11,0,2,0.5357142857142857,0.3157894736842105
katagiri,0956,19,33,18,1,15,3,0,0.4545454545454546,0.05263157894736842,18,1,14,3,1,0.4545454545454546,0.05263157894736842
kojimaarai,0956,19,30,17,2,14,2,1,0.43333333333333335,0.10526315789473684,16,3,12,2,2,0.4666666666666667,0.15789473684210525
komachiya,0956,19,30,18,1,15,2,1,0.4,0.05263157894736842,18,1,14,2,2,0.4,0.05263157894736842
kubota,0956,19,27,18,1,16,2,0,0.33333333333333337,0.05263157894736842,18,1,15,2,1,0.33333333333333337,0.05263157894736842
kyusojin,0956,19,41,16,3,14,2,0,0.6097560975609756,0.15789473684210525,14,5,12,2,0,0.6585365853658536,0.2631578947368421
matsuda,0956,19,33,17,2,15,1,1,0.48484848484848486,0.10526315789473684,17,2,15,1,1,0.48484848484848486,0.10526315789473684
okumura,0956,19,25,19,0,16,2,1,0.24,0.0,18,1,14,2,2,0.28,0.05263157894736842
ozawa,0956,19,34,16,3,13,2,1,0.5294117647058824,0.15789473684210525,16,3,13,2,1,0.5294117647058824,0.15789473684210525
takeoka,0956,19,39,16,3,14,2,0,0.5897435897435898,0.15789473684210525,16,3,14,2,0,0.5897435897435898,0.15789473684210525
kaneko,0957,18,38,13,5,9,1,3,0.6578947368421053,0.2777777777777778,8,10,7,1,0,0.7894736842105263,0.5555555555555556
katagiri,0957,18,43,12,6,4,1,7,0.7209302325581395,0.3333333333333333,8,10,3,1,4,0.813953488372093,0.5555555555555556
kojimaarai,0957,18,48,14,4,6,0,8,0.7083333333333333,0.2222222222222222,8,10,5,0,3,0.8333333333333334,0.5555555555555556
komachiya,0957,18,26,13,5,6,0,7,0.5,0.2777777777777778,6,12,4,0,2,0.7692307692307692,0.6666666666666666
kubota,0957,18,79,14,4,12,1,1,0.8227848101265822,0.2222222222222222,11,7,10,1,0,0.8607594936708861,0.3888888888888889
kyusojin,0957,18,38,9,9,3,1,5,0.7631578947368421,0.5,5,13,2,1,2,0.868421052631579,0.7222222222222222
matsuda,0957,18,24,11,7,7,0,4,0.5416666666666667,0.3888888888888889,6,12,6,0,0,0.75,0.6666666666666666
okumura,0957,18,45,13,5,7,0,6,0.7111111111111111,0.2777777777777778,8,10,6,0,2,0.8222222222222222,0.5555555555555556
ozawa,0957,18,44,13,5,5,0,8,0.7045454545454546,0.2777777777777778,7,11,3,0,4,0.8409090909090909,0.6111111111111112
takeoka,0957,18,31,11,7,9,0,2,0.6451612903225806,0.3888888888888889,8,10,8,0,0,0.7419354838709677,0.5555555555555556
kaneko,0958,15,32,12,3,8,3,1,0.625,0.2,9,6,6,3,0,0.71875,0.4
katagiri,0958,15,50,13,2,9,1,3,0.74,0.13333333333333333,11,4,8,1,2,0.78,0.26666666666666666
kojimaarai,0958,15,51,12,3,5,1,6,0.7647058823529411,0.2,9,6,3,1,5,0.8235294117647058,0.4
komachiya,0958,15,38,13,2,6,3,4,0.6578947368421053,0.13333333333333333,10,5,6,3,1,0.736842105263158,0.3333333333333333
kubota,0958,15,75,13,2,11,0,2,0.8266666666666667,0.13333333333333333,11,4,9,0,2,0.8533333333333333,0.26666666666666666
kyusojin,0958,15,29,8,7,5,0,3,0.7241379310344828,0.4666666666666667,7,8,4,0,3,0.7586206896551724,0.5333333333333333
matsuda,0958,15,46,13,2,7,1,5,0.7173913043478262,0.13333333333333333,10,5,5,1,4,0.782608695652174,0.3333333333333333
okumura,0958,15,45,13,2,6,2,5,0.7111111111111111,0.13333333333333333,6,9,5,0,1,0.8666666666666667,0.6
ozawa,0958,15,43,12,3,7,1,4,0.7209302325581395,0.2,9,6,6,1,2,0.7906976744186046,0.4
takeoka,0958,15,36,13,2,9,2,2,0.6388888888888888,0.13333333333333333,8,7,6,1,1,0.7777777777777778,0.4666666666666667
kaneko,0959,23,27,18,5,11,5,2,0.33333333333333337,0.21739130434782608,15,8,9,4,2,0.4444444444444444,0.34782608695652173
katagiri,0959,23,36,22,1,14,3,5,0.38888888888888884,0.043478260869565216,15,8,8,3,4,0.5833333333333333,0.34782608695652173
kojimaarai,0959,23,32,18,5,12,3,3,0.4375,0.21739130434782608,15,8,10,2,3,0.53125,0.34782608695652173
komachiya,0959,23,32,19,4,12,5,2,0.40625,0.17391304347826086,14,9,8,4,2,0.5625,0.391304347826087
